id,A_correct,A_predicted,A_n_tool_calls,B_correct,B_predicted,B_n_tool_calls,C_correct,C_predicted,C_n_tool_calls,D_correct,D_predicted,D_n_tool_calls,E_correct,E_predicted,E_n_tool_calls,B_prime_correct,B_prime_predicted,B_prime_n_tool_calls
dosage_019,True,5.88235294117647,0,True,5.88,0,True,5.88,0,True,5.88,0,True,5.88,0,True,5.88,4
dosage_020,True,14.0,0,False,15.0,0,True,14.0,0,False,15.0,0,False,15.0,0,True,14.0,4
dosage_021,False,2500.0,0,False,5.0,0,False,2500.0,0,False,5.0,0,False,5.0,0,True,120.0,5
dosage_022,False,8400.0,0,False,8400.0,0,False,8400.0,0,False,8400.0,0,False,8400.0,0,True,10500.0,4
electrolytes_fluids_009,True,133.28,0,True,133.28,4,True,133.28,4,True,133.28,4,True,133.28,4,True,133.28,4
electrolytes_fluids_010,True,4.0,0,True,4.0,0,False,3.53,0,True,4.0,0,True,4.0,0,True,4.0,4
electrolytes_fluids_011,True,8400.0,0,True,8400.0,0,True,8400.0,0,True,8400.0,0,True,8400.0,0,True,8400.0,4
electrolytes_fluids_012,False,41.666666666666664,0,False,41.67,0,False,41.67,0,False,41.67,0,False,41.67,0,False,120000.0,4
electrolytes_fluids_013,True,-60.0,0,True,-60.0,0,True,-60.0,0,True,-60.0,0,True,-60.0,0,True,-60.0,4
electrolytes_fluids_014,True,408.0,0,True,408.0,0,True,408.0,0,True,408.0,0,True,408.0,0,True,408.0,4
electrolytes_fluids_015,False,0.0,0,True,41.7,4,False,0.0,0,True,41.7068,4,True,41.7068,4,True,41.7068,4
electrolytes_fluids_016,True,3.0,0,True,3.0,0,True,3.0,0,True,3.0,0,True,3.0,0,True,3.0,4
epidemiology_008,False,5.0,0,True,48.0,4,False,2.0,0,True,48.0,4,True,48.0,4,True,48.0,4
epidemiology_009,True,50.0,0,True,50.0,0,True,50.0,0,True,50.0,0,True,50.0,0,True,50.0,0
epidemiology_010,True,16.67,0,True,16.67,0,False,17.0,0,True,16.67,0,True,16.67,0,True,16.666666666666668,4
epidemiology_011,False,5.0,0,False,5.0,0,False,5.0,0,False,5.0,0,False,5.0,0,False,5.0,0
epidemiology_012,False,2.0,0,False,2.0,0,False,2.0,0,False,2.0,0,False,2.0,0,False,,0
epidemiology_013,False,20.5,0,True,36.0,4,True,36.0,4,True,36.0,4,True,36.0,4,True,36.0,4
epidemiology_014,True,177.0,0,False,-14.0,0,False,120.0,0,False,0.0338,0,False,0.0,0,False,600.0,2
geriatric_medicine_008,True,40.0,0,True,40.0,0,True,40.0,0,True,40.0,0,True,40.0,0,True,40.0,7
geriatric_medicine_009,False,8.0,0,False,7.0,0,False,10.0,0,False,7.0,0,False,7.0,0,False,8.0,4
geriatric_medicine_010,False,7.0,0,False,7.0,0,False,7.0,0,False,7.0,0,False,7.0,0,True,15.0,4
geriatric_medicine_011,False,11.0,0,False,0.225,0,False,24.9,0,False,0.275,0,False,0.275,0,False,,0
geriatric_medicine_012,False,60.0,0,False,95.0,0,False,120.0,0,False,95.0,0,False,95.0,0,True,125.0,4
geriatric_medicine_013,False,116.0,0,False,13.0,4,False,13.0,4,False,13.0,4,False,13.0,4,False,13.0,4
geriatric_medicine_014,False,3.0,0,False,31.0,0,False,12.0,0,False,31.0,0,False,31.0,0,False,25.0,0
gynecology_pregnancy_011,False,1.0,0,False,9.0,0,False,9.0,0,False,9.0,0,False,8.0,0,False,3.0,0
gynecology_pregnancy_012,False,3.5,0,False,9.0,0,False,34.5,0,False,9.0,0,False,9.0,0,True,10.0,4
gynecology_pregnancy_013,False,-31.0,0,False,2.0,0,False,26.0,0,False,-2.0,0,False,2.0,0,False,14.0,4
gynecology_pregnancy_014,True,1.5,0,True,1.5,0,True,1.5,0,True,1.5,0,True,1.5,0,True,1.5,4
gynecology_pregnancy_015,False,1.0,0,False,3.0,2,True,5.0,4,False,3.0,0,False,3.0,2,True,5.0,5
gynecology_pregnancy_016,False,75.0,0,True,88.77538219964983,4,True,88.77538219964983,4,True,88.77538219964983,5,True,88.77538219964983,4,True,88.77538219964983,5
gynecology_pregnancy_017,True,24.2,0,True,24.22,0,True,24.22,0,True,24.22,0,True,24.22,0,True,24.2,4
gynecology_pregnancy_018,False,6.0,0,False,6.0,0,False,6.0,0,False,6.0,0,False,6.0,0,False,9.0,4
gynecology_pregnancy_019,False,100.0,0,True,0.62,5,False,21.97,0,True,0.62,4,True,0.62,4,True,0.62,4
gynecology_pregnancy_020,False,25.0,0,False,40.0,0,False,0.0,1,False,8.0,0,False,,2,False,0.0,2
hematology_013,True,1.1,0,True,1.1,0,True,1.1,0,True,1.1,0,True,1.1,0,True,1.1,4
hematology_014,True,2.46,0,True,2.46,0,True,2.46,0,True,2.46,0,True,2.46,0,True,2.4623,4
hematology_015,True,680.0,0,True,680.0,0,True,680.0,0,True,680.0,0,True,680.0,0,True,680.0,4
hematology_016,False,1512.0,0,True,1404.0,0,False,1512.0,0,True,1404.0,0,True,1404.0,0,True,1404.0,4
hematology_017,False,626.4,0,False,13.0,0,False,626.0,0,False,13.0,0,False,13.0,0,True,1126.4,4
hematology_018,False,1000.0,0,True,870.0,0,True,870.0,0,True,870.0,0,True,870.0,0,True,870.0,4
hematology_019,False,0.0,0,False,0.0,0,False,0.0,0,False,0.0,0,False,0.0,0,True,4.66,4
hematology_020,False,0.0,0,False,0.0,0,False,0.0,0,False,0.0,0,False,0.0,0,True,2760.8,4
hematology_021,False,3.53,0,False,4.0,0,False,3.53,0,False,3.53,0,True,2.36,4,True,2.36,4
hematology_022,True,32.7,0,True,32.7,0,True,32.7,0,True,32.7,0,True,32.7,0,True,32.692,4
hematology_023,True,25.0,0,True,25.0,0,True,25.0,0,True,25.0,0,True,25.0,0,True,25.0,4
hematology_024,True,4.0,0,True,4.0,0,True,4.0,0,True,4.0,0,True,4.0,0,True,4.0,0
intensive_emergency_care_009,False,15.0,0,False,18.0,0,False,11.0,0,False,18.0,0,False,18.0,0,True,19.0,4
intensive_emergency_care_010,True,7.0,0,True,7.0,0,True,7.0,0,True,7.0,0,True,7.0,0,True,7.0,4
intensive_emergency_care_011,False,10.0,0,True,12.0,0,False,10.0,0,True,12.0,0,True,12.0,0,True,12.0,4
intensive_emergency_care_012,True,14.0,0,False,13.0,0,False,13.0,0,False,13.0,0,True,14.0,0,False,,0
intensive_emergency_care_013,True,1.222,0,True,1.22,0,True,1.22,0,True,1.22,0,True,1.22,0,True,1.2,4
intensive_emergency_care_014,False,10.0,0,False,10.0,0,False,10.0,0,False,10.0,0,False,10.0,0,True,12.0,4
intensive_emergency_care_015,False,70.0,0,False,60.0,0,False,40.0,0,False,60.0,0,False,60.0,0,True,72.0,4
intensive_emergency_care_016,True,7.0,0,False,9.0,0,False,100.0,0,False,8.0,0,False,8.0,0,True,7.0,4
metabolic_disorders_006,True,2.4,0,True,2.4,0,True,2.4,0,True,2.4,0,True,2.4,0,True,2.4,2
metabolic_disorders_007,True,104.0,0,True,104.0,0,True,104.0,0,True,104.0,0,True,104.0,0,True,104.0,4
metabolic_disorders_008,True,138.0,0,True,138.0,0,True,138.0,0,True,138.0,0,True,138.0,0,False,150.0,0
metabolic_disorders_009,False,95.0,0,False,1.0,0,False,100.0,0,False,1.0,0,False,1.0,0,True,13.0,4
metabolic_disorders_010,True,3.0,0,True,3.0,0,True,3.0,0,True,3.0,0,True,3.0,0,True,3.0,4
other_010,False,9.0,0,True,8.0,0,True,8.0,0,True,8.0,0,True,8.0,0,True,8.0,2
other_011,True,4.0,0,True,4.0,2,True,4.0,0,True,4.0,1,True,4.0,1,True,4.0,5
other_012,True,6.0,0,True,6.0,0,False,5.8,0,True,6.0,0,True,6.0,0,True,5.9,4
other_013,True,5.0,0,True,5.0,0,True,5.0,0,True,5.0,0,True,5.0,0,True,5.0,4
other_014,False,4.0,0,False,2.0,0,False,0.0,0,False,1.0,0,False,0.0,0,False,3.0,0
other_015,False,0.0,0,False,10.0,0,False,4.0,0,False,3.5,0,False,5.0,0,False,2.5,3
other_016,False,0.0,0,False,550.0,0,False,42.97,2,False,550.0,0,False,550.0,0,False,0.0,0
other_017,False,35.0,0,False,25.5,0,False,1.0,0,False,25.5,0,False,25.5,0,False,-29.0,0
other_018,True,6.2,0,True,6.2,0,True,6.22,0,True,6.2,0,True,6.2,0,True,6.2,6
pediatric_009,False,26.0,0,False,-26.0,0,True,7862400000.0,0,True,7862400000.0,0,False,8.0,0,False,3.0,0
pediatric_010,True,9.0,0,True,9.0,0,True,9.0,0,True,9.0,0,True,9.0,0,True,9.0,5
pediatric_011,True,1125.0,0,True,1125.0,0,True,1125.0,0,True,1125.0,0,True,1125.0,0,False,1300.0,4
pediatric_012,False,15.0,0,False,,0,False,15.0,0,False,,0,False,,0,False,14.39,5
pediatric_013,False,62.5,0,False,62.5,0,False,62.5,0,False,62.5,0,False,62.5,0,False,62.5,2
pediatric_014,False,90.0,0,False,122.0,0,False,90.0,5,False,122.0,0,False,122.0,0,True,2.0,6
pediatric_015,False,0.0,0,True,1627.21,7,False,124.0,3,False,136.0,4,False,121.0,4,True,1627.21,7
pediatric_016,False,84.0,0,True,120.0,0,False,133.33,0,False,2.5,0,False,80.0,0,False,133.33,4
pediatric_dosage_007,False,500.0,0,False,7.0,0,False,500.0,0,False,350.0,0,False,350.0,0,True,420.0,4
pediatric_dosage_008,True,120.0,0,True,120.0,0,True,120.0,0,True,120.0,0,True,120.0,0,True,120.0,4
pediatric_dosage_009,False,8.0,0,False,123.0,2,False,123.0,0,False,123.0,2,False,123.0,2,True,99.0,4
pediatric_dosage_010,True,240.0,0,True,240.0,4,True,240.0,0,True,240.0,4,True,240.0,4,True,240.0,4
pediatric_dosage_011,True,6.0,0,True,6.0,0,True,6.0,0,True,6.0,0,True,6.0,0,True,6.0,4
pediatric_dosage_012,True,0.12,0,True,0.12,0,True,0.12,0,True,0.12,0,True,0.12,0,True,0.12,5
percentile_006,False,25.0,0,False,2900.0,0,True,50.0,4,False,2900.0,0,False,2900.0,0,True,50.0,4
percentile_007,False,60.0,0,False,1.0,0,True,50.0,4,False,1.0,0,False,1.0,0,True,50.0,4
percentile_008,False,65.0,0,True,47.0,4,True,47.0,4,True,47.0,4,True,47.0,4,True,47.0,4
percentile_010,False,33.3,0,True,99.0,4,True,99.0,4,True,99.0,4,True,99.0,4,True,99.0,4
psychiatry_psychology_006,False,2.0,0,True,5.0,0,True,5.0,0,True,5.0,0,True,5.0,0,True,5.0,4
psychiatry_psychology_007,False,8.0,0,False,8.0,0,False,1.0,0,False,17.0,0,False,17.0,0,False,17.0,4
psychiatry_psychology_008,True,13.0,0,True,13.0,0,True,13.0,0,True,13.0,0,True,13.0,0,True,13.0,4
psychiatry_psychology_009,False,14.0,0,False,15.0,0,False,14.0,0,False,15.0,0,False,15.0,0,True,5.5,4
psychiatry_psychology_010,True,22.0,0,True,22.0,0,True,22.0,0,True,22.0,0,True,22.0,0,False,12.0,3
pulmonary_011,True,177.7,0,True,177.7,0,True,178.0,0,True,177.7,0,True,177.7,0,True,178.5,4
pulmonary_012,True,5.0,0,True,5.0,0,True,5.0,0,True,5.0,0,True,5.0,0,True,5.0,5
pulmonary_013,True,0.571,0,True,0.571,0,True,0.571,0,True,0.571,0,True,0.571,0,True,0.57,4
pulmonary_014,False,62.9,0,False,62.86,0,False,62.86,0,False,62.86,0,False,62.86,0,True,62857.0,4
pulmonary_015,False,2.5,0,True,383.0,0,True,383.0,0,True,383.0,0,True,383.0,0,True,383.0,4
pulmonary_016,True,15.0,0,False,13.5,0,False,5.5,0,False,13.5,0,False,13.5,0,True,15.0,6
pulmonary_017,True,117.0,0,True,117.0,0,True,117.0,0,True,117.0,0,True,117.0,0,True,117.0,4
pulmonary_018,False,6.0,0,False,6.0,0,True,7.1,0,False,6.0,0,False,6.0,0,False,8.78,4
pulmonary_019,True,1.76,0,True,1.76,0,True,1.76,0,True,1.76,0,True,1.76,0,True,1.76,3
pulmonary_020,False,65.625,0,False,65.62,4,False,65.625,0,False,65.62,4,False,65.62,4,False,65.62,4
radiology_005,False,57.6,0,False,57.6,0,False,57.6,0,False,57.6,0,False,57.6,0,True,72.0,4
radiology_006,False,20.1,0,False,20.1,0,False,20.1,0,False,20.1,0,False,20.1,0,False,20.1,4
radiology_007,False,1022.0,0,False,4.0,0,False,1007.0,0,False,720.0,0,False,287.0,0,True,1182.084,4
radiology_008,False,7.0,0,False,11.0,0,False,11.0,0,False,11.0,0,False,11.0,0,True,12.0,4
sleep_006,True,25.0,0,True,25.0,0,True,25.0,0,True,25.0,0,True,25.0,0,True,25.0,4
sleep_007,True,15.0,0,True,15.0,0,True,15.0,0,True,15.0,0,True,15.0,0,True,15.0,4
sleep_008,True,7.0,0,True,7.0,0,False,8.0,0,True,7.0,0,True,7.0,0,True,7.0,7
sleep_009,False,7.0,0,False,7.0,0,False,8.5,0,False,7.0,0,False,7.0,0,True,-7.0,4
sleep_010,False,66.67,0,False,7.0,0,True,0.0,4,True,0.0,0,False,7.0,0,False,540.0,4
urology_nephrology_010,False,1.625,0,True,45.5,5,True,45.5,5,True,45.5,4,True,45.5,5,True,45.5,5
urology_nephrology_011,False,68.0,0,False,59.5,0,False,59.5,0,False,4.0,0,False,59.5,0,False,59.5,4
urology_nephrology_012,True,30.0,0,True,30.0,0,True,30.0,0,True,30.0,0,True,30.0,0,True,30.0,4
urology_nephrology_013,True,0.22,0,True,0.22,0,True,0.22,0,True,0.22,0,True,0.22,0,True,0.2222,4
urology_nephrology_014,False,8.0,0,True,6.83,0,True,6.83,0,True,6.83,0,True,6.83,0,True,6.83,4
urology_nephrology_015,True,0.29,0,True,0.29,0,True,0.29,0,True,0.29,0,True,0.29,0,True,0.29,5
urology_nephrology_016,False,35.0,0,True,86.9,4,False,-0.0,0,True,86.9,4,True,86.9,4,True,86.9,4
urology_nephrology_017,False,-10.0,0,False,27.0,5,False,30.0,0,False,27.0,4,True,42.0,4,False,27.0,4
urology_nephrology_018,False,2.0,0,False,1.86,0,False,1.92,0,False,1.86,0,False,1.86,0,True,2.13,4
addiction_medicine_015,False,2.0,0,False,220.0,0,False,3.5,0,False,51.0,0,False,0.107,0,True,0.00018967980295566504,4
addiction_medicine_016,True,5.0,0,True,5.0,0,True,5.0,4,True,5.0,0,True,5.0,4,True,5.0,4
addiction_medicine_017,False,16.0,0,False,-7.0,0,False,6.0,0,False,6.0,0,False,3.0,0,False,20.0,4
addiction_medicine_018,True,30.0,0,True,30.0,0,True,30.0,0,True,30.0,0,True,30.0,0,True,30.0,4
addiction_medicine_019,False,31.0,0,False,4.0,0,False,99.0,0,False,141.571,0,False,15.0,0,True,991.0,4
addiction_medicine_020,False,12.0,0,True,10.0,0,True,10.0,0,True,10.0,0,True,10.0,0,True,10.0,4
addiction_medicine_021,False,1000.0,0,False,19.9,0,False,21.6,0,False,27.0,4,False,19.89,0,False,27.0,4
bmi_013,True,28.7,0,True,28.65,0,True,28.65,0,True,28.65,0,True,28.65,0,True,28.7,4
bmi_014,False,93.0,0,False,6.0,0,False,85.0,4,False,6.0,0,False,6.0,0,False,85.0,4
bmi_015,False,26.8,0,True,26.77,0,True,26.77,0,True,26.77,0,True,26.77,0,False,26.8,4
bmi_016,False,19.979,0,False,2.0,0,False,2.0,0,True,1.0,0,False,2.0,0,True,1.0,5
bmi_017,True,17.21,0,True,17.21,0,True,17.21,0,True,17.21,0,True,17.21,0,True,17.21,4
bmi_018,True,20.57,0,True,20.58,0,True,20.57,0,True,20.58,0,True,20.58,0,True,20.58,4
body_measurements_017,False,37.7,0,False,1.58,0,True,1.6299,4,False,1.58,0,False,1.58,0,True,1.6299,4
body_measurements_018,False,80.9,0,False,80.9,0,False,80.9,0,False,80.9,0,False,80.9,0,True,80.8551,4
body_measurements_019,False,2.0,0,True,0.083,0,False,11.72,0,True,0.0835,4,True,0.0826,0,True,0.0835,4
body_measurements_020,True,21.62,0,True,21.62,0,True,21.62,0,True,21.62,0,True,21.62,0,True,21.6,4
body_measurements_021,False,0.129,0,False,28.93,4,False,28.93,4,False,28.93,4,False,28.93,4,False,28.93,4
body_measurements_022,False,63.5,0,False,63.5,0,False,63.5,0,False,63.5,0,False,63.5,0,True,59.271,4
body_measurements_023,True,0.868,0,True,0.868,0,True,0.868,0,True,0.868,0,True,0.868,0,True,0.87,4
body_measurements_024,False,5.0,0,False,18.75,0,False,18.75,0,False,20.0,0,False,5.0,0,False,25.3,4
cardiovascular_system_023,True,5.0,0,True,5.0,0,True,5.0,0,True,5.0,0,True,5.0,0,True,5.0,4
cardiovascular_system_024,False,6.0,0,False,6.0,0,False,6.0,0,False,6.0,0,False,6.0,0,True,7.0,4
cardiovascular_system_025,False,1.0,0,False,1.0,0,False,3.0,0,True,20.0,5,True,20.0,5,True,20.0,5
cardiovascular_system_026,False,8.1,0,True,0.3,4,True,0.3,4,False,30.0,4,True,0.3,4,True,0.3,4
cardiovascular_system_027,True,113.0,0,True,113.33,0,True,113.3,0,True,113.33,0,True,113.33,0,True,113.33,4
cardiovascular_system_028,True,0.97,0,True,0.97,0,True,0.97,0,True,0.97,0,True,0.97,0,True,0.97,4
cardiovascular_system_029,True,0.481,0,True,0.504,0,True,0.504,0,True,0.504,0,True,0.504,0,True,0.5,4
cardiovascular_system_030,False,6.25,0,False,6.25,0,False,6.25,0,False,6.25,0,False,6.25,0,True,500.0,5
cardiovascular_system_031,True,0.69,0,True,0.69,0,True,0.69,0,True,0.69,0,True,0.69,0,True,0.69,4
cardiovascular_system_032,True,9.0,0,True,9.0,0,True,9.0,0,True,9.0,0,True,9.0,0,True,9.0,6
cardiovascular_system_033,True,5.0,0,False,6.0,0,False,6.0,0,False,6.0,0,False,6.0,0,True,5.0,10
diabetes_015,True,200.0,0,True,200.0,0,True,200.0,0,True,200.0,0,True,200.0,0,True,200.002,4
diabetes_016,False,9.0,0,True,51.487302145398075,5,True,51.49,4,True,51.49,5,False,51.0,5,True,51.487302145398075,4
diabetes_017,True,189.0,0,True,189.0,0,True,189.0,0,True,189.0,0,True,189.0,0,True,188.6,4
diabetes_018,True,32.4,0,True,32.4,0,True,32.4,0,True,32.4,0,True,32.4,0,True,32.4,6
diabetes_019,True,4.89,0,True,4.89,0,True,4.89,0,True,4.89,0,True,4.89,0,True,4.89,5
diabetes_020,False,5.5,0,False,5.5,0,False,5.5,0,False,5.5,0,False,5.5,0,True,5.72,4
diabetes_021,False,3.0,0,True,4.0,0,True,4.0,0,True,4.0,0,True,4.0,0,True,4.0,0
dietary_015,True,1777.0,0,True,1781.0,0,True,1777.0,0,True,1781.0,0,True,1781.0,0,True,1777.0,3
dietary_016,False,2423.0,0,False,1615.0,0,False,2115.0,0,False,1615.0,0,False,2.0,0,False,2587.0,4
dietary_017,False,64.74,0,False,64.74,0,False,62.4,0,False,65.0,0,False,65.0,0,True,64.0,4
dietary_018,False,210.0,0,False,,0,True,1000.0,4,False,,0,False,,0,True,1000.0,4
dietary_019,False,0.4,0,False,0.4,3,False,0.4,0,False,0.4,4,False,0.4,4,False,0.4,4
dietary_020,False,2281.0,0,False,2280.0,0,False,2280.0,0,False,2280.0,0,False,2280.0,0,False,2280.0,3
dietary_021,True,18.0,0,True,18.0,0,True,18.0,0,True,18.0,0,True,18.0,0,True,18.0,4
digestive_system_015,True,1.67,0,True,1.67,0,True,1.67,0,True,1.6667,4,True,1.67,0,True,1.6667,4
digestive_system_016,True,9.0,0,True,9.0,0,True,9.0,0,True,9.0,0,True,9.0,0,True,9.0,4
digestive_system_017,False,80.5,0,False,268.0,0,False,20.0,0,False,50.0,0,False,2.0,0,False,389.1,4
digestive_system_018,True,54.8,0,False,30.0,0,False,30.0,0,False,30.0,0,False,30.0,0,True,54.8,4
digestive_system_019,True,5.785,0,True,5.79,0,False,-4.0,0,False,-4.0,0,True,5.79,0,True,5.786,7
digestive_system_020,False,0.13,0,True,26.9322,4,False,8.2,0,True,26.9322,4,True,26.9322,4,True,26.9322,4
digestive_system_021,False,30.12,0,True,0.1,4,True,0.0,0,False,5.12,0,True,0.1,4,True,0.0,0
dosage_023,False,1.73,0,False,447.0,0,False,312.69,0,False,447.0,0,False,447.0,0,True,459.8484848484849,4
dosage_024,True,64.8,0,True,64.8,0,True,64.8,0,True,64.8,0,True,64.8,0,True,64.8,4
dosage_025,True,292.5,0,True,292.5,0,True,292.5,0,True,292.5,0,True,292.5,0,True,292.5,4
dosage_026,False,44.1,0,False,39.9,4,False,0.0,3,False,39.9,4,False,39.9,4,False,39.9,5
dosage_027,False,51.5,0,False,10.0,0,False,3.96,0,False,2.0,0,True,0.0,0,False,14.0,4
dosage_028,True,10500.0,0,False,9800.0,0,False,9800.0,0,False,9800.0,0,False,9800.0,0,True,10500.0,5
dosage_029,False,70.0,0,False,13.6,0,False,25.9,0,False,54.19,0,False,59.72,0,False,70.0,0
dosage_030,True,6.896551724137931,0,True,6.9,0,True,6.9,0,True,6.9,0,True,6.9,0,True,6.9,4
dosage_031,False,5.0,0,False,25.0,0,True,30.0,0,False,25.0,0,True,30.0,0,True,30.0,0
dosage_032,False,1250.0,0,True,60.0,4,False,100.0,0,False,1250.0,4,False,1250.0,4,True,60.0,4
dosage_033,False,6000.0,0,True,10500.0,0,False,9000.0,0,True,10500.0,0,True,10500.0,0,False,6000.0,0
electrolytes_fluids_017,True,135.12,0,False,132.1,0,False,132.1,0,False,132.1,0,False,132.1,0,True,135.12,4
electrolytes_fluids_018,True,5.25,0,True,5.25,0,True,5.25,0,True,5.25,0,True,5.25,0,True,5.2,4
electrolytes_fluids_019,True,4680.0,0,True,4680.0,0,True,4680.0,0,True,4680.0,0,True,4680.0,0,True,4680.0,4
electrolytes_fluids_020,True,42.0,0,True,42.0,0,True,42.0,0,True,42.0,0,True,42.0,0,False,41.6667,4
electrolytes_fluids_021,True,-15.0,0,True,-15.0,0,True,-15.0,0,True,-15.0,0,True,-15.0,0,True,-15.0,4
electrolytes_fluids_022,False,336.0,0,False,336.0,0,False,336.0,0,False,336.0,0,False,336.0,0,True,420.0,4
electrolytes_fluids_023,False,0.0,0,False,49.2,0,False,49.2,0,True,43.32916,4,False,49.2,0,True,43.32916,4
electrolytes_fluids_024,True,3.0,0,True,3.0,0,True,3.0,0,True,3.0,0,True,3.0,0,True,3.0,4
epidemiology_015,False,4.0,0,False,6.0,1,True,62.0,4,False,6.0,1,False,4.0,1,True,62.0,4
epidemiology_016,True,250.0,0,True,250.0,0,True,250.0,0,True,250.0,0,True,250.0,0,True,250.0,4
epidemiology_017,True,20.0,0,True,20.0,0,True,20.0,0,True,20.0,0,True,20.0,0,True,20.0,0
epidemiology_018,False,6.0,0,False,6.0,0,False,6.0,0,False,6.0,0,False,6.0,0,False,6.0,4
epidemiology_019,False,2.5,0,False,2.5,0,False,2.5,0,False,2.5,0,False,2.5,0,False,,0
epidemiology_020,False,1.5,0,True,36.0,4,True,36.0,4,True,36.0,4,True,36.0,4,True,36.0,4
epidemiology_021,False,3.0,0,False,4.0,0,False,450.0,0,False,30.0,0,False,90.0,0,False,450.0,2
geriatric_medicine_015,True,60.0,0,False,45.0,0,False,65.0,0,False,45.0,0,False,45.0,0,True,60.0,4
geriatric_medicine_016,False,7.0,0,False,8.0,0,True,12.0,0,False,8.0,0,False,8.0,0,False,11.0,4
geriatric_medicine_017,False,6.0,0,False,7.0,0,False,6.0,0,False,7.0,0,False,7.0,0,False,6.0,0
geriatric_medicine_018,False,0.225,0,False,0.225,0,False,0.225,0,False,0.225,0,False,0.225,0,False,0.0,4
geriatric_medicine_019,False,90.0,0,False,95.0,0,False,115.0,0,False,95.0,0,False,95.0,0,True,100.0,4
geriatric_medicine_020,False,3.0,0,True,-1.0,4,True,-1.0,4,True,-1.0,4,True,-1.0,4,True,-1.0,4
geriatric_medicine_021,False,32.0,0,False,1.0,0,False,13.0,0,False,0.0,0,False,100.0,0,False,15.0,4
gynecology_pregnancy_021,False,9.0,0,False,9.0,0,False,8.0,0,False,9.0,0,False,9.0,0,False,8.0,4
gynecology_pregnancy_022,True,11.0,0,True,11.0,4,False,1.0,0,True,11.0,4,True,11.0,4,False,11.5,4
gynecology_pregnancy_023,False,202.0,0,True,16.0,0,False,202.0,0,True,16.0,0,False,11.0,0,True,16.0,4
gynecology_pregnancy_024,False,202.63,0,True,1.25,0,True,1.25,0,True,1.25,0,True,1.25,0,True,1.2519071729916622,4
gynecology_pregnancy_025,True,4.0,0,True,4.0,4,True,4.0,4,True,4.0,4,True,4.0,4,True,4.0,4
gynecology_pregnancy_026,False,83.5,0,True,94.76979368104104,4,True,94.77,4,True,94.76979368104104,4,True,94.76979368104104,4,True,94.76979368104104,4
gynecology_pregnancy_027,True,27.2,0,True,27.24,0,True,27.24,0,True,27.24,0,True,27.24,0,True,27.2,4
gynecology_pregnancy_028,False,6.0,0,False,6.0,0,False,6.0,0,False,6.0,0,False,6.0,0,True,14.0,4
gynecology_pregnancy_029,False,88.0,0,False,39.0,4,False,39.0,4,False,39.0,4,False,39.0,4,False,39.0,4
gynecology_pregnancy_030,False,15.0,0,False,15.5,4,False,33.0,3,False,15.5,4,False,15.5,4,False,15.5,5
hematology_025,True,1.44,0,True,1.44,0,True,1.44,0,True,1.44,0,True,1.44,0,True,1.44,4
hematology_026,False,0.074,0,True,2.51,0,True,2.51,0,True,2.51,0,True,2.51,0,True,2.5111,4
hematology_027,True,720.0,0,True,720.0,0,True,720.0,0,True,720.0,0,True,720.0,0,True,720.0,4
hematology_028,False,1996.0,0,False,1996.0,0,False,1996.0,0,False,1996.0,0,False,1996.0,0,True,2138.89,4
hematology_029,False,585.0,0,True,1084.6399999999999,4,False,585.0,0,True,1084.64,4,True,1084.64,4,True,1084.64,4
hematology_030,True,1020.0,0,True,1020.0,0,True,1020.0,0,True,1020.0,0,True,1020.0,0,True,1020.0,4
hematology_031,False,0.033,0,False,0.0,0,False,0.0,0,False,0.0,0,False,0.0,0,True,4.66,4
hematology_032,False,0.0,0,True,2923.0,0,True,2923.0,0,True,2923.0,0,True,2923.0,0,True,2923.0,0
hematology_033,False,4.19,0,False,4.19,0,False,15.27,0,False,4.19,0,False,4.19,0,True,2.1,4
hematology_034,False,32.9,0,False,32.9,0,False,32.9,0,False,32.9,0,False,32.9,0,True,32.857,5
hematology_035,True,28.33,0,True,28.33,0,True,28.33,0,True,28.33,0,True,28.33,0,True,28.333333333333332,4
hematology_036,True,4.0,0,True,4.0,0,True,4.0,0,True,4.0,0,True,4.0,0,True,4.0,4
intensive_emergency_care_017,False,13.0,0,False,14.0,0,False,0.0,0,False,0.0,0,False,4.0,0,True,24.0,4
intensive_emergency_care_018,True,11.0,0,True,11.0,0,True,11.0,0,True,11.0,0,True,11.0,0,True,11.0,4
intensive_emergency_care_019,True,13.0,0,False,11.0,0,False,11.0,0,False,11.0,0,False,11.0,0,True,13.0,4
intensive_emergency_care_020,False,2.0,0,True,14.0,0,False,13.0,0,True,14.0,0,False,2.0,0,False,,0
intensive_emergency_care_021,True,1.3023,0,True,1.3,0,True,1.3,0,True,1.3,0,True,1.3,0,True,1.3,4
intensive_emergency_care_022,False,13.5,0,False,12.0,0,False,8.0,0,False,12.0,0,False,12.0,0,True,11.0,4
intensive_emergency_care_023,False,50.0,0,False,30.0,0,False,75.0,0,False,30.0,0,False,30.0,0,True,72.0,4
intensive_emergency_care_024,True,10.0,0,False,8.0,0,False,13.0,0,False,8.0,0,False,8.0,0,True,10.0,4
metabolic_disorders_011,True,2.4,0,True,2.4,0,True,2.4,0,True,2.4,0,True,2.4,0,True,2.4,3
metabolic_disorders_012,True,64.0,0,True,64.0,0,True,64.0,0,True,64.0,0,True,64.0,0,True,64.0,4
metabolic_disorders_013,True,150.0,0,True,150.0,0,True,150.0,0,True,150.0,0,True,150.0,0,True,150.0,5
